Name,Release Date,Number of Reviews,Summary,Plays,Playing,ratio_confiance,Score,Genre,Platform,Date
Firewatch,2016-02-09,926.0,"Firewatch is a single-player first-person video game where you, as a man named Henry, explore the Wyoming wilderness after taking a summer job as a fire lookout. What is supposed to be a peaceful respite from your complicated life takes a turn when you start to question some of the things that are happening to you.


              Your only human connection is over a handheld radio, which you’ll use to speak with your supervisor Delilah about the things both of you are experiencing.",7.8K,99,1.0,7.2,"Adventure,Indie",PC,2016
Darkest Dungeon,2016-01-19,476.0,"Darkest Dungeon is a challenging gothic roguelike turn-based RPG about the psychological stresses of adventuring. Recruit, train, and lead a team of flawed heroes against unimaginable horrors, stress, disease, and the ever-encroaching dark. Can you keep your heroes together when all hope is lost?",5.2K,328,0.5523622310817274,4.5,"Adventure,RPG,Indie,Turn Based Strategy,Strategy",PC,2016
Halo 5: Guardians,2015-10-27,500.0,"Halo 5: Guardians delivers epic multiplayer experiences that span multiple modes, full-featured level building tools, and another chapter in the Master Chief saga. The Master Chief saga continues, with solo and up to 4-player cooperative experience that spans three worlds. A mysterious and unstoppable force threatens the galaxy. The Spartans of Fireteam Osiris and Blue Team must embark on a journey that will change the course of history and the future of mankind.",3.5K,31,0.5802124276068565,3.8,Shooter,XONE,2015
Titanfall 2,2016-10-28,1300.0,"Titanfall 2 will deliver a crafted experience that explores the unique bond between man and machine. Playable offline, the single player campaign in Titanfall 2 will let fans step out onto the Frontier as a Militia rifleman with aspirations of becoming an elite Pilot. Stranded behind enemy lines and facing overwhelming odds, players must team up with a veteran Titan to uphold a mission they were never meant to carry out.",12K,163,1.0,8.6,"Adventure,Shooter",PS4,2016
The Silver Case,2016-10-07,641.0,"This is the first time ""The Silver Case"" has been fully localized to English.

              In this hit, the player takes control of the protagonist, a member of the Special Forces Unit ""Republic"", from a first-person perspective. The game takes inspiration from the adventure and novel genres, leading the player through an in-depth story in which the truth is gradually revealed as they solve various puzzles, offering a fresh and unique experience.",1.4K,162,0.7438323321919902,5.0,"Adventure,Puzzle,Visual Novel",PC,2016
Battlefield 1,2016-10-21,513.0,"Discover classic Battlefield gameplay with epic multiplayer and an adventure-filled campaign. Experience the dawn of all-out war, only in Battlefield 1. Fight your way through epic battles going from tight urban combat in a besieged French city to big open spaces in the Italian Alps or frantic combats in the Arabic sand dunes. Experience large-scale battles as infantry or piloting vehicles on land, air and sea, from the tanks and bikes on the ground, to bi-planes and gigantic battleships.",7.2K,108,0.5952979507246349,4.7,Shooter,PC,2016
Phoenix Wright: Ace Attorney - Spirit of Justice,2016-06-09,402.0,"Ace Attorney 6 continues the investigation and courtroom of its predecessors, in which players take the role of the defense attorneys; Phoenix Wright, Apollo Justice, and Athena Cykes, and try to defend their clients. The game continues the 3D navigation introduced in Phoenix Wright: Ace Attorney âˆ’ Dual Destinies, allowing players to navigate environments from various angles. Along with returning gameplay elements, such as the Mood Matrix introduced in Dual Destinies, the game introduces Spirit Medium Vision, in which the players are shown the memories of victims moment before their deaths and must find contradictions in their five senses to determine what really happened.",2.4K,96,0.4664907917959127,3.6,"Adventure,RPG,Puzzle,Visual Novel,Point-and-Click",3DS,2016
Deus Ex: Mankind Divided,2016-08-23,387.0,"Deus Ex: Mankind Divided directly follows the aftermath of the Aug Incident, a day when mechanically augmented citizens all over the world were stripped of control over their minds and bodies, resulting in the deaths of millions of innocents. The year is now 2029, and the golden era of augmentations is over. Mechanically augmented humans have been deemed outcasts and segregated from the rest of society. Crime and acts of terror serve as a thin veil to cover up an overarching conspiracy aimed at controlling the future of mankind…",3.4K,72,0.449084418967707,3.4,"Adventure,RPG,Shooter",PC,2016
Abzu,2016-08-02,714.0,"Abzu is an exploration game where you are a lone diver in a lush ocean world. The diver descends deeper and deeper into the depths, where she will encounter majestic creatures, discover ancient secrets, and search for her true purpose. Abzu roughly translates to ""The Ocean of Wisdom"" from ancient Sumerian.",5.4K,59,0.8285433466225912,6.5,"Adventure,Indie,Simulator,Puzzle",PS4,2016
Zero Escape: Zero Time Dilemma,2016-06-28,350.0,Zero Time Dilemma is the third and final entry in the Zero Escape series. It is a story focused mystery/thriller visual novel with multiple endings that involves player choices and puzzle rooms.,2.9K,64,0.4061486993247996,2.4,"Adventure,RPG,Strategy,Puzzle,Visual Novel",3DS,2016
Dead by Daylight,2016-06-14,451.0,"Dead by Daylight is an asymmetrical multiplayer (4vs1) horror game where one player takes on the role of the savage Killer, and the other four players play as Survivors, trying to escape the Killer and avoid being caught and killed.",7.1K,520,0.5233516097013846,3.1,"Indie,Strategy",PC,2016
Duskers,2016-05-18,51.0,"In Duskers you pilot drones into derelict spaceships to find the means to survive and piece together how the universe became a giant graveyard.

              You are a drone operator, surrounded by old gritty tech that acts as your only eyes and ears to the outside world. What you hear comes through a remote microphone. What you see is how each drone sees the world. Motion sensors tell you something's out there, but not what. And when you issue commands, you do it through a command line interface.",61,3,0.0591816676158993,0.4,"Indie,Simulator,Strategy",PC,2016
Mighty No. 9,2016-06-21,137.0,"Mighty No. 9 is focused on 2D platforming with a blend of 2D and 3D artwork and animation. The player is able to run, jump and shoot projectiles at enemies they encounter. Furthermore, the player will be able to acquire both weapons and abilities from enemies they defeat. The game will feature an intro level followed by the eight main stages, which are freely chosen in any order by the player. At the end of each stage, Beck, the protagonist, must face one of the other eight ""Mighty Number"" units in a boss battle. A final set of stages are unlocked at the end of the game, leading up to the final showdown. An additional level starring Call is also available at some point, provided through one of the completed stretch goals.",907,5,0.1589782051642787,0.7,"Adventure,Platform,Shooter,Arcade",PS4,2016
Mirror's Edge,2008-11-11,788.0,"In a perfect city, were crime is no more and where everything is monitored, you play as Faith; a courier who transports packages via the open rooftops of the city. These ""couriers"" are known as runners. Murder has come to this city, and now you are being hunted...",12K,117,0.914414785908406,6.4,"Adventure,Platform,Shooter",X360,2008
Mirror's Edge,2008-11-11,788.0,"In a perfect city, were crime is no more and where everything is monitored, you play as Faith; a courier who transports packages via the open rooftops of the city. These ""couriers"" are known as runners. Murder has come to this city, and now you are being hunted...",12K,117,0.914414785908406,6.4,"Adventure,Platform,Shooter",PC,2008
Mirror's Edge,2008-11-11,788.0,"In a perfect city, were crime is no more and where everything is monitored, you play as Faith; a courier who transports packages via the open rooftops of the city. These ""couriers"" are known as runners. Murder has come to this city, and now you are being hunted...",12K,117,0.914414785908406,6.4,"Adventure,Platform,Shooter",PS3,2008
Kirby: Planet Robobot,2016-04-28,669.0,"""Harness the power of a mysterious mech to stop ruthless invaders from mechanizing Kirby's home world. Smash through tough obstacles, lift heavy objects with ease, and scan enemies to shape-shift into new Modes with powerful abilities in this supercharged action-platformer!


              That's right—Kirby's Robobot Armor can shape-shift into different modes by scanning enemies to copy their moves—like the new Jet Mode. Not to mention, Kirby can copy abilities the old-fashioned way too—by inhaling them! After saving the world, team up with three friends to defeat foes in Team Kirby Clash, an RPG-styled 4-player brawl where you choose from varied roles and level them up.""",3.6K,82,0.7763242281379741,6.4,"Adventure,Platform",3DS,2016
